date,house_size,bed,bath,price,broker,street,city,state_name,zip_code
"AUG 29, 2024","2,290 sqft",3bd,3bd,"$649,900","eXp Realty, ARMLS",1788 E  Indigo St, Gilbert,Arizona,85298
"AUG 29, 2024","1,888 sqft",3bd,3bd,"$410,000","3rd Base Realty Group LLC, ARMLS",15945 W  Tohono Dr, Goodyear,Arizona,85338
"AUG 29, 2024","2,041 sqft (on 1.40 acres)",4bd,4bd,"$365,000","A.Z. & Associates, ARMLS",1821 S  364th Ave, Tonopah,Arizona,85354
"AUG 29, 2024","1,248 sqft",3bd,3bd,"$457,000","Realty Executives, ARMLS",2725 E  Mine Creek Rd #1088, Phoenix,Arizona,85024
"AUG 29, 2024","1,472 sqft",3bd,3bd,"$350,000","Grace Realty Group, LLC, ARMLS",4068 E  Aragonite Ln, San Tan Valley,Arizona,85143
"AUG 29, 2024","2,621 sqft",5bd,5bd,"$410,000","Gentry Real Estate, ARMLS",38317 N  Reynosa Dr, San Tan Valley,Arizona,85140
"AUG 29, 2024","2,562 sqft",5bd,5bd,"$635,000","HomeSmart, ARMLS",27421 N  54th Dr, Phoenix,Arizona,85083
"AUG 29, 2024","3,074 sqft",4bd,4bd,"$625,000","Keller Williams Arizona Realty, ARMLS",17938 W  El Caminito Dr, Waddell,Arizona,85355
"AUG 29, 2024","1,961 sqft",3bd,3bd,"$540,000","Hague Partners, ARMLS",11927 W  Daley Ln, Pine Knoll Shores,Arizona,85373
"AUG 29, 2024","2,406 sqft",4bd,4bd,"$615,000","HomeSmart, ARMLS",2337 W  Corral Rd, Phoenix,Arizona,85041
"AUG 29, 2024","2,507 sqft",3bd,3bd,"$475,000","Realty ONE Group, ARMLS",18614 W  Beryl Ave, Waddell,Arizona,85355
"AUG 29, 2024","4,352 sqft",7bd,7bd,"$755,000","Realty ONE Group, ARMLS",4311 S  Marron, Mesa,Arizona,85212
"AUG 29, 2024","1,994 sqft",3bd,3bd,"$512,500","Keeping It Real Estate, ARMLS",21135 E  Arroyo Verde Dr, Queen Creek,Arizona,85142
"AUG 29, 2024","3,300 sqft (on 0.27 acres)",4bd,4bd,"$764,999","Capital West Homes Realty LLC, ARMLS",12872 N  Founders Park Blvd, Surprise,Arizona,85379
"AUG 29, 2024","1,008 sqft",3bd,3bd,"$339,000","Weichert Realty, Civic Center, ARMLS",2327 E  Huntington Dr, Phoenix,Arizona,85040
"AUG 29, 2024","1,544 sqft",3bd,3bd,"$410,000","eXp Realty, ARMLS",11725 W  Chase Ln, Avondale,Arizona,85323
"AUG 29, 2024","2,228 sqft",2bd,2bd,"$575,000","RE/MAX Professionals, ARMLS",12099 W  Red Hawk Dr, Peoria,Arizona,85383
"AUG 29, 2024","2,730 sqft",3bd,3bd,"$594,995","Richmond American Homes, ARMLS",17574 W  Sherman St, Goodyear,Arizona,85338
"AUG 29, 2024","2,138 sqft",3bd,3bd,"$494,900","Realty ONE Group, ARMLS",12010 W  Chase Ln, Avondale,Arizona,85323
"AUG 29, 2024","1,382 sqft",3bd,3bd,"$380,000","Dempsey Group Realty, ARMLS",8216 W  Encinas Ln, Phoenix,Arizona,85043
"AUG 29, 2024","1,985 sqft",4bd,4bd,"$379,000","eXp Realty, ARMLS",7266 S  254th Dr, Buckeye,Arizona,85326
"AUG 29, 2024","3,288 sqft",5bd,5bd,"$550,000","Epique Realty, ARMLS",4112 W  Alicia Dr, Laveen,Arizona,85339
"AUG 29, 2024","2,390 sqft",3bd,3bd,"$570,995","Richmond American Homes, ARMLS",16448 W  Avenida Del Sol, Surprise,Arizona,85387
"AUG 29, 2024","2,338 sqft",4bd,4bd,"$379,900",Tierra Antigua Realty,6945 W  Festival Way, Tucson,Arizona,85757
"AUG 29, 2024","1,867 sqft (on 0.29 acres)",3bd,3bd,"$678,600","Realty ONE Group, ARMLS",5138 Mountain Gate Cir, Lakeside,Arizona,85929
"AUG 29, 2024","1,815 sqft",4bd,4bd,"$281,990",Century Communities of Arizona,2472 Pesuna Dr, Bullhead City,Arizona,86442
"AUG 29, 2024","1,586 sqft (on 0.41 acres)",3bd,3bd,"$520,000",Black Mountain Valley Realty,1020 Heritage Dr, Bullhead City,Arizona,86429
"AUG 29, 2024","1,205 sqft",3bd,3bd,"$305,000",Realty One Group Mountain Desert,555 Holly St, Bullhead City,Arizona,86442
"AUG 29, 2024","3,022 sqft",5bd,5bd,"$640,000","A.Z. & Associates, ARMLS",18042 W  Thunderhill Pl, Goodyear,Arizona,85338
"AUG 29, 2024",576 sqft,1bd,1bd,"$255,000","RE/MAX Sun Properties, ARMLS",16819 E  Gunsight Dr #A38, Fountain Hills,Arizona,85268
"AUG 29, 2024","1,515 sqft",3bd,3bd,"$291,000","Tierra Antigua Realty, LLC, ARMLS",15451 S  Coral Rd, Arizona City,Arizona,85123
"AUG 29, 2024","1,815 sqft",4bd,4bd,"$264,888","Century Communities of Arizona, LLC, ARMLS",11135 W  Laguna Dr, Arizona City,Arizona,85123
"AUG 29, 2024","1,290 sqft",3bd,3bd,"$234,990","Century Communities of Arizona, LLC, ARMLS",15160 S  Diablo Rd, Arizona City,Arizona,85123
"AUG 29, 2024","2,597 sqft (on 0.28 acres)",4bd,4bd,"$455,000","HomeSmart, ARMLS",14762 S  Country Club Dr, Arizona City,Arizona,85123
"AUG 29, 2024","2,887 sqft (on 2.01 acres)",4bd,4bd,"$855,000",RE/MAX Professionals,11655 N  Desha Dr, Prescott,Arizona,86315
"AUG 29, 2024","2,023 sqft",2bd,2bd,"$435,000","HomeSmart, ARMLS",26362 W  Vista North Dr, Buckeye,Arizona,85396
"AUG 29, 2024","1,743 sqft",3bd,3bd,"$525,000","Keller Williams Integrity First, ARMLS",10660 E  Hawk Ave, Mesa,Arizona,85212
"AUG 29, 2024","2,073 sqft",4bd,4bd,"$490,000","Real Broker, ARMLS",36067 N  Matthews Dr, San Tan Valley,Arizona,85143
"AUG 29, 2024","1,860 sqft",2bd,2bd,"$389,900","Realty ONE Group, ARMLS",42861 W  Kingfisher Dr, Maricopa,Arizona,85138
"AUG 29, 2024","1,570 sqft (on 1.09 acres)",3bd,3bd,"$593,000","West USA Realty, ARMLS",22347 W  Patton Rd, Wittmann,Arizona,85361
"AUG 29, 2024","1,831 sqft",3bd,3bd,"$317,000","REMAX Prime, ARMLS",30311 N  Oak Dr, Florence,Arizona,85132
"AUG 29, 2024","2,037 sqft",4bd,4bd,"$530,000","Realty ONE Group, ARMLS",11042 E  Topaz Ave, Mesa,Arizona,85212
"AUG 29, 2024","2,527 sqft",4bd,4bd,"$650,000","Balboa Realty, LLC, ARMLS",19744 E  Emperor Blvd, Queen Creek,Arizona,85142
"AUG 29, 2024","4,280 sqft (on 0.42 acres)",4bd,4bd,"$2,150,000","Berkshire Hathaway HomeServices Arizona Properties, ARMLS",5506 E  Dew Drop Trl, Cave Creek,Arizona,85331
"AUG 29, 2024","1,813 sqft",2bd,2bd,"$350,000","The Maricopa Real Estate Co, ARMLS",42193 W  Cribbage Rd, Maricopa,Arizona,85138
"AUG 29, 2024","1,612 sqft",3bd,3bd,"$395,000","Keller Williams Integrity First, ARMLS",3867 W  Alabama Ln, San Tan Valley,Arizona,85142
"AUG 29, 2024",,,,"$50,000",KG Keller Williams Arizona Living Realty,1570 E  Los Gauchos Rd, Fort Mohave,Arizona,86426
"AUG 29, 2024","1,744 sqft",5bd,5bd,"$255,000","R. J. Ryan & Associates, LLC",2717 S  Norton Vis, Tucson,Arizona,85713
"AUG 29, 2024","2,154 sqft",3bd,3bd,"$700,000","Berkshire Hathaway HomeServices Arizona Properties, ARMLS",4438 N  27th St #19, Phoenix,Arizona,85016
"AUG 29, 2024","1,641 sqft",3bd,3bd,"$545,000","HomeSmart, ARMLS",15075 N  Escondido Dr #B, Fountain Hills,Arizona,85268
"AUG 29, 2024","1,741 sqft",2bd,2bd,"$611,000","Real Broker, ARMLS",2051 N  Dome Rock, Mesa,Arizona,85207
"AUG 29, 2024","1,668 sqft",3bd,3bd,"$347,495",Lennar Sales Corp.,7105 W  Vineridge Dr, Pima County,Arizona,85757
"AUG 29, 2024","2,930 sqft (on 7.90 acres)",4bd,4bd,"$190,000",Tierra Antigua Realty,12950 W  Arivaca Rd, Tubac,Arizona,85645
"AUG 29, 2024","2,127 sqft",4bd,4bd,"$318,990","Century Communities of Arizona, LLC, ARMLS",1362 W  Pelayo St, Coolidge,Arizona,85128
"AUG 29, 2024","2,071 sqft",4bd,4bd,"$354,990","Launch Powered By Compass, ARMLS",47529 W  Kenner Dr, Maricopa,Arizona,85139
"AUG 29, 2024","3,791 sqft",5bd,5bd,"$800,000","Keller Williams Northeast Realty, ARMLS",1015 W  Pagoda Ave, Queen Creek,Arizona,85140
"AUG 29, 2024","1,396 sqft",3bd,3bd,"$405,000","HomeSmart, ARMLS",7636 S  Thimble Peak, Gold Canyon,Arizona,85118
"AUG 29, 2024","1,677 sqft",3bd,3bd,"$480,000",eXp Realty,6195 E  Beecher Loop, Prescott Valley,Arizona,86314
"AUG 29, 2024","1,982 sqft",2bd,2bd,"$753,000","HomeSmart, ARMLS",5236 N  207th Ln, Buckeye,Arizona,85396
"AUG 29, 2024","2,321 sqft",3bd,3bd,"$580,000","HomeSmart, ARMLS",19004 N  260th Ln, Buckeye,Arizona,85396
"AUG 29, 2024","1,440 sqft",3bd,3bd,"$291,500","Angle Homes, Inc",2478 Weatherwood Way, Kingman,Arizona,86409
"AUG 29, 2024","2,649 sqft",4bd,4bd,"$629,490","Lennar Sales Corp, ARMLS",4044 W  McNeil St, Laveen,Arizona,85339
"AUG 29, 2024","2,835 sqft (on 0.31 acres)",4bd,4bd,"$648,990","Lennar Sales Corp, ARMLS",4053 W  Summerside Rd, Laveen,Arizona,85339
"AUG 29, 2024","4,090 sqft (on 1 acre)",2bd,2bd,"$580,000","HomeSmart, ARMLS",99 W  Haught Rd, Star Valley,Arizona,85541
"AUG 29, 2024","1,570 sqft",3bd,3bd,"$344,990","DRH Properties Inc, ARMLS",5258 E  Umber Rd, San Tan Valley,Arizona,85143
"AUG 29, 2024","3,718 sqft (on 0.74 acres)",4bd,4bd,"$1,139,744",United Real Estate Specialists,12440 N  Carpas Wash Dr, Marana,Arizona,85658
"AUG 29, 2024","1,714 sqft",3bd,3bd,"$690,000","Limitless Real Estate, ARMLS",622 E  Deer Creek Rd, Phoenix,Arizona,85048
"AUG 29, 2024","2,357 sqft (on 1.08 acres)",4bd,4bd,"$862,500","Hague Partners, ARMLS",1105 E  Desert Hills Estate Dr, Phoenix,Arizona,85086
"AUG 29, 2024","2,452 sqft",3bd,3bd,"$750,000","Keller Williams Northeast Realty, ARMLS",6983 W  Quail Track Dr, Peoria,Arizona,85383
"AUG 29, 2024","1,562 sqft (on 0.26 acres)",3bd,3bd,"$357,600","Scott Homes Realty, ARMLS",2822 N  Trailridge Ln, Casa Grande,Arizona,85122
"AUG 29, 2024",800 sqft (on 1.33 acres),1bd,1bd,"$330,000","NORTH&CO., ARMLS",39225 N  32nd Dr, Phoenix,Arizona,85086
"AUG 29, 2024","4,646 sqft (on 1.02 acres)",5bd,5bd,"$2,450,000","Gentry Real Estate, ARMLS",17932 E  Stottler Dr, Gilbert,Arizona,85296
"AUG 29, 2024","2,876 sqft",3bd,3bd,"$787,000","Berkshire Hathaway HomeServices Arizona Properties, ARMLS",10660 E  Thatcher Ave, Mesa,Arizona,85212
"AUG 29, 2024","2,585 sqft (on 0.36 acres)",3bd,3bd,"$800,000","Realty85, ARMLS",1891 E  Sugey Ln, San Tan Valley,Arizona,85143
"AUG 29, 2024","1,480 sqft",3bd,3bd,"$335,000","Opendoor Brokerage, LLC",10526 S  Avenida Lago De Plata, Vail,Arizona,85641
"AUG 29, 2024","2,177 sqft (on 4.62 acres)",4bd,4bd,"$651,775",Long Realty Company,2 Chula Ct, Sonoita,Arizona,85637
"AUG 29, 2024","1,560 sqft",2bd,2bd,"$210,000",Sonlight Services,1367 E  Drexel Rd, Tucson,Arizona,85706
"AUG 29, 2024","1,290 sqft",3bd,3bd,"$279,990",Century Communities of Arizona,5667 S  Trevino Way, Fort Mohave,Arizona,86426
"AUG 29, 2024","1,351 sqft",3bd,3bd,"$436,000","My Home Group Real Estate, ARMLS",7418 N  127th Dr, Glendale,Arizona,85307
"AUG 29, 2024","2,311 sqft",3bd,3bd,"$689,000","Keller Williams Integrity First, ARMLS",9635 E  Rainbow Ave, Mesa,Arizona,85212
"AUG 29, 2024","1,459 sqft",2bd,2bd,"$384,990","Lennar Sales Corp, ARMLS",17125 W  Artemisa Ave, Surprise,Arizona,85387
"AUG 29, 2024","2,302 sqft",3bd,3bd,"$734,990","David Weekley Homes, ARMLS",13153 W  Horsetail Trl, Peoria,Arizona,85383
"AUG 29, 2024","1,730 sqft",3bd,3bd,"$692,500",Tierra Antigua Realty,432 S  Meyer Ave, Tucson,Arizona,85701
"AUG 29, 2024","2,384 sqft",4bd,4bd,"$370,000",MTH Realty LLC,6872 W  Star Garden Way, Tucson,Arizona,85757
"AUG 29, 2024",497 sqft,1bd,1bd,"$100,000","eXp Realty, ARMLS",6138 Dairy Ln, Mormon Lake,Arizona,86038
"AUG 29, 2024","3,239 sqft (on 2.31 acres)",4bd,4bd,"$875,000","eXp Realty, ARMLS",28746 N  157th Ave, Surprise,Arizona,85387
"AUG 29, 2024","1,297 sqft (on 1.01 acres)",3bd,3bd,"$290,000","West USA Realty, ARMLS",133 N  355th Ave, Tonopah,Arizona,85354
"AUG 29, 2024","1,965 sqft",3bd,3bd,"$470,000","The New Home Company, ARMLS",4744 S  Ferric, Mesa,Arizona,85212
"AUG 29, 2024","2,049 sqft",4bd,4bd,"$356,980","Meritage Homes of Arizona, Inc, ARMLS",35310 W  Cartegna Ln, Maricopa,Arizona,85138
"AUG 29, 2024","1,756 sqft",3bd,3bd,"$379,990","PCD Realty, LLC, ARMLS",2924 N  Manassas Dr, Florence,Arizona,85132
"AUG 29, 2024","2,476 sqft",4bd,4bd,"$434,000","Keller Williams Arizona Realty, ARMLS",18022 W  Avenida Del Sol, Surprise,Arizona,85387
"AUG 29, 2024","2,379 sqft",3bd,3bd,"$545,983","William Lyon Homes, ARMLS",14264 W  Calle Lejos Rd, Surprise,Arizona,85387
"AUG 29, 2024","3,095 sqft",4bd,4bd,"$830,000","Scott Homes Realty, ARMLS",13656 W  Hackamore Dr, Peoria,Arizona,85383
"AUG 29, 2024","1,797 sqft",4bd,4bd,"$352,000","Lennar Sales Corp, ARMLS",36405 W  Giallo Ln, Maricopa,Arizona,85138
"AUG 29, 2024","1,491 sqft",2bd,2bd,"$423,990","Lennar Sales Corp, ARMLS",25133 N  173rd Ave, Surprise,Arizona,85387
"AUG 29, 2024","1,960 sqft",4bd,4bd,"$450,000","Berkshire Hathaway HomeServices Arizona Properties, ARMLS",1061-63 N  July Cir, Mesa,Arizona,85203
"AUG 29, 2024","3,205 sqft (on 1 acre)",4bd,4bd,"$975,000","Realty ONE Group, ARMLS",26510 S  193rd Way, Queen Creek,Arizona,85142
"AUG 29, 2024","2,027 sqft",4bd,4bd,"$403,730",MTH Realty LLC,10452 W  Robertson St, Marana,Arizona,85653
"AUG 29, 2024","1,832 sqft",4bd,4bd,"$384,990","Meritage Homes of Arizona, Inc, ARMLS",24177 W  Hopi St, Buckeye,Arizona,85326
"AUG 29, 2024","1,205 sqft",3bd,3bd,"$246,000","Angle Homes, Inc",3465 Double O Dr, Kingman,Arizona,86409
"AUG 29, 2024","2,338 sqft (on 1.01 acres)",4bd,4bd,"$725,900","My Home Group Real Estate, ARMLS",7984 S  221st Ave, Buckeye,Arizona,85326
"AUG 29, 2024","1,810 sqft",4bd,4bd,"$440,000","Richmond American Homes, ARMLS",17749 W  Blue Sky Dr, Surprise,Arizona,85387
"AUG 29, 2024",960 sqft,2bd,2bd,"$70,000","Realty ONE Group, ARMLS",7300 N  51st Ave #97, Glendale,Arizona,85301
"AUG 29, 2024","2,173 sqft",3bd,3bd,"$599,990","Launch Powered By Compass, ARMLS",22661 E  Lords Way, Queen Creek,Arizona,85142
"AUG 29, 2024","4,517 sqft",5bd,5bd,"$908,341","Taylor Morrison (MLS Only), ARMLS",20485 E  Sonoqui Blvd, Queen Creek,Arizona,85142
"AUG 29, 2024","2,604 sqft",4bd,4bd,"$829,990","Lennar Sales Corp, ARMLS",7682 W  Desert Spoon Dr, Peoria,Arizona,85383
"AUG 29, 2024","3,008 sqft (on 9.70 acres)",3bd,3bd,"$1,274,070","Mountain Retreat Realty Expert, ARMLS",12 N  3139th, Vernon,Arizona,85940
"AUG 29, 2024",,,,"$249,900",Long Realty Company,Xx Cathy Ln #40AC, Marana,Arizona,85658
"AUG 29, 2024","1,162 sqft",3bd,3bd,"$242,400",Realty One Group Gateway SL,452 S  Emmanuel Ave, San Luis,Arizona,85336
"AUG 29, 2024","1,585 sqft",3bd,3bd,"$388,660","Century Communities of Arizona, LLC, ARMLS",1816 S  245th Dr, Buckeye,Arizona,85326
"AUG 29, 2024","1,290 sqft",3bd,3bd,"$242,888",Century Communities of AZ,1713 S  Tenen Pass Dr, Benson,Arizona,85602
"AUG 29, 2024","2,001 sqft",4bd,4bd,"$479,900","Fielders Choice Realty, ARMLS",18766 W  Farmer Rd, Buckeye,Arizona,85326
"AUG 29, 2024","2,264 sqft",4bd,4bd,"$603,990","Lennar Sales Corp, ARMLS",8108 E  Peterson Ave, Mesa,Arizona,85212
"AUG 29, 2024","1,841 sqft",3bd,3bd,"$428,236","Beazer Homes, ARMLS",11998 S  173rd Ln, Goodyear,Arizona,85338
"AUG 29, 2024","2,388 sqft (on 1.25 acres)",3bd,3bd,"$1,100,000","Real Broker, ARMLS",6767 W  Marron Dr, San Tan Valley,Arizona,85144
"AUG 29, 2024","2,105 sqft",4bd,4bd,"$605,000","Lennar Sales Corp, ARMLS",29127 N  31st Ln, Phoenix,Arizona,85083
"AUG 29, 2024",,,,"$415,000","Realty ONE Group, ARMLS",6328 N  181st Ave #4982, Waddell,Arizona,85355
"AUG 29, 2024","1,400 sqft",3bd,3bd,"$327,490","Lennar Sales Corp, ARMLS",36425 W  Mondragone Ln, Maricopa,Arizona,85138
"AUG 29, 2024","1,411 sqft",3bd,3bd,"$324,490","Lennar Sales Corp, ARMLS",36495 W  Mondragone Ln, Maricopa,Arizona,85138
"AUG 29, 2024","1,228 sqft (on 0.34 acres)",3bd,3bd,"$295,000","Mackey & Associates Realty, ARMLS",50204 N  1st St, Aguila,Arizona,85320
"AUG 29, 2024","1,601 sqft",3bd,3bd,"$395,990","DRH Properties Inc, ARMLS",24009 W  Mohave St, Buckeye,Arizona,85326
"AUG 29, 2024","1,961 sqft",3bd,3bd,"$489,990","Lennar Sales Corp, ARMLS",8323 E  Prairie Ave, Mesa,Arizona,85212
"AUG 29, 2024","3,130 sqft (on 0.31 acres)",3bd,3bd,"$1,799,000","Realty Executives, ARMLS",13347 E  Parkview Ln, Scottsdale,Arizona,85255
"AUG 29, 2024","1,762 sqft",3bd,3bd,"$420,000","HomeSmart, ARMLS",9121 W  Montecito Ave, Phoenix,Arizona,85037
"AUG 29, 2024","1,991 sqft",4bd,4bd,"$439,995","Toll Brothers Real Estate, ARMLS",3614 W  Cobalt Court San, Tan Valley,Arizona,85144
"AUG 29, 2024","2,929 sqft",5bd,5bd,"$619,990","Launch Powered By Compass, ARMLS",6256 S  Emery, Mesa,Arizona,85212
"AUG 29, 2024",,,,"$370,000","Keller Williams Realty Sonoran Living, ARMLS",W  Juniper Rd #59, Pine,Arizona,85544
"AUG 29, 2024","2,546 sqft",4bd,4bd,"$629,875","Mattamy Arizona, LLC, ARMLS",22704 E  Watford Dr, Queen Creek,Arizona,85142
"AUG 29, 2024",828 sqft,2bd,2bd,"$35,000","Superb Realty, ARMLS",44 S  Hawes Rd #B3, Mesa,Arizona,85208
"AUG 29, 2024","1,604 sqft",4bd,4bd,"$449,990","K. Hovnanian Great Western Homes, LLC, ARMLS",7522 W  Minton St, Laveen,Arizona,85339
"AUG 29, 2024","1,789 sqft",3bd,3bd,"$430,260","Century Communities of Arizona, LLC, ARMLS",3336 S  177th Ave, Goodyear,Arizona,85338
"AUG 29, 2024","1,866 sqft",3bd,3bd,"$448,870","Century Communities of Arizona, LLC, ARMLS",2526 E  Boulder Ave, Apache Junction,Arizona,85119
"AUG 29, 2024","3,124 sqft",4bd,4bd,"$680,879","Tri Pointe Homes Arizona Realty, ARMLS",33291 N  Maverick Mountain Trail San, Tan Valley,Arizona,85144
"AUG 29, 2024","1,467 sqft",3bd,3bd,"$343,510",MTH Realty LLC,6871 E  Paseo De Villalobos, Tucson,Arizona,85756
"AUG 29, 2024","2,082 sqft",4bd,4bd,"$499,990","K. Hovnanian Great Western Homes, LLC, ARMLS",7518 W  Minton St, Laveen,Arizona,85339
"AUG 29, 2024","1,696 sqft",4bd,4bd,"$365,000","DRH Properties Inc, ARMLS",39950 W  Hillman Dr, Maricopa,Arizona,85138
"AUG 29, 2024",,,,"$230,000","RE/MAX Fine Properties, ARMLS",3150X N  138th Pl, Scottsdale,Arizona,85262
"AUG 29, 2024","1,912 sqft",4bd,4bd,"$409,990","Launch Powered By Compass, ARMLS",1907 E  Grazing Meadow Ln, San Tan Valley,Arizona,85140
"AUG 29, 2024","1,832 sqft",4bd,4bd,"$434,990","Meritage Homes of Arizona, Inc, ARMLS",4376 W  Janie St, San Tan Valley,Arizona,85144
"AUG 29, 2024","1,299 sqft",3bd,3bd,"$385,000","Century Communities of Arizona, LLC, ARMLS",2510 E  Boulder Ave, Apache Junction,Arizona,85119
"AUG 29, 2024","2,688 sqft",5bd,5bd,"$505,990","Launch Powered By Compass, ARMLS",20029 W  Rancho Dr, Litchfield Park,Arizona,85340
"AUG 29, 2024","1,134 sqft (on 20.33 acres)",2bd,2bd,"$295,000","HomeSmart, ARMLS",103 County Road 9157 N, Snowflake,Arizona,85937
"AUG 29, 2024","1,656 sqft",2bd,2bd,"$445,000","Realty ONE Group, ARMLS",17780 W  Brookwood Dr, Goodyear,Arizona,85338
"AUG 29, 2024","3,434 sqft (on 1.24 acres)",4bd,4bd,"$1,190,000",Better Homes And Gardens Real Estate Bloomtree Realty,5040 W  Indian Camp Rd #4, Prescott,Arizona,86305
"AUG 29, 2024","1,946 sqft",4bd,4bd,"$459,900","Lennar Sales Corp, ARMLS",11234 W  Luxton Ln, Tolleson,Arizona,85353
"AUG 29, 2024","2,410 sqft",4bd,4bd,"$595,000","Landsea Homes, ARMLS",9245 E  Spiral Ave, Mesa,Arizona,85212
"AUG 29, 2024","3,131 sqft",5bd,5bd,"$449,990","Launch Powered By Compass, ARMLS",24171 W  Fraktur Rd, Buckeye,Arizona,85326
"AUG 29, 2024","1,619 sqft",3bd,3bd,"$263,990",Century Communities of AZ,1655 W  Cottonwood Cyn, Benson,Arizona,85602
"AUG 29, 2024","1,470 sqft",3bd,3bd,"$289,990",Century Communities of Arizona,5668 Trevino Way, Fort Mohave,Arizona,86426
"AUG 29, 2024","2,880 sqft",4bd,4bd,"$749,000","Toll Brothers Real Estate, ARMLS",35334 N  Barley St, San Tan Valley,Arizona,85144
"AUG 29, 2024",,,,"$25,000","Arizona Choice Properties, LLC",Lot 178 E  Patriot Trl, Kingman,Arizona,86401
"AUG 29, 2024","1,961 sqft",3bd,3bd,"$498,490","Lennar Sales Corp, ARMLS",3323 S  Primrose Ave, Mesa,Arizona,85212
"AUG 29, 2024","1,965 sqft",3bd,3bd,"$459,900","The New Home Company, ARMLS",4737 S  Element, Mesa,Arizona,85212
"AUG 29, 2024","1,897 sqft",3bd,3bd,"$445,000","Landsea Homes, ARMLS",16933 W  Seldon Ln, Waddell,Arizona,85355
"AUG 29, 2024",832 sqft,2bd,2bd,"$199,000",Hague Partners,2525 S  Huron St, Humboldt,Arizona,86329
"AUG 29, 2024","1,327 sqft",3bd,3bd,"$320,000",MTH Realty LLC,4799 E  Greenway Wash Dr, Tucson,Arizona,85706
"AUG 29, 2024","1,797 sqft",4bd,4bd,"$454,990","Lennar Sales Corp, ARMLS",3362 S  156th Ave, Goodyear,Arizona,85338
"AUG 29, 2024","2,220 sqft",4bd,4bd,"$499,995","Richmond American Homes, ARMLS",20138 W  Exeter Blvd, Buckeye,Arizona,85396
"AUG 29, 2024","2,672 sqft",4bd,4bd,"$1,202,118",Valley Peaks Realty,2598 S  Cottonrose Ln #28, Flagstaff,Arizona,86005
"AUG 29, 2024","1,924 sqft",3bd,3bd,"$982,409",Valley Peaks Realty,2582 S  Cottonrose Ln #26, Flagstaff,Arizona,86005
"AUG 29, 2024","3,024 sqft",4bd,4bd,"$659,900","Lennar Sales Corp, ARMLS",17043 W  West Wind Dr, Surprise,Arizona,85387
"AUG 29, 2024",,,,"$43,500","Long Realty Covey Luxury Properties, ARMLS",8774 Coronado Dr #42, Show Low,Arizona,85901
"AUG 29, 2024","3,500 sqft",8bd,8bd,"$950,000","ABI Multifamily, ARMLS",1801 N  18th St, Phoenix,Arizona,85006
"AUG 29, 2024","2,868 sqft",5bd,5bd,"$515,016","Landsea Homes, ARMLS",17421 W  Lupine Ave, Goodyear,Arizona,85338
"AUG 29, 2024","1,610 sqft",3bd,3bd,"$376,900","The New Home Company, ARMLS",22302 W  Burnett Rd, Surprise,Arizona,85387
"AUG 29, 2024","2,135 sqft",4bd,4bd,"$424,990",Lennar Sales Corp.,12754 E  Marietta Dr, Vail,Arizona,85641
"AUG 29, 2024",,,,"$50,000",Chambers Realty Group,27 & 28 W  Quail Spring Rnch, Dolan Springs,Arizona,86441
"AUG 29, 2024","2,342 sqft",4bd,4bd,"$460,990","Meritage Homes of Arizona, Inc, ARMLS",16027 W  Honeysuckle Dr, Surprise,Arizona,85387
"AUG 29, 2024","1,456 sqft",3bd,3bd,"$80,000","Realty Executives, ARMLS",2233 E  Behrend Dr #54, Phoenix,Arizona,85024
"AUG 29, 2024","2,025 sqft",4bd,4bd,"$592,000","DRH Properties Inc, ARMLS",10216 W  Quail Ave, Peoria,Arizona,85382
"AUG 29, 2024","1,110 sqft",3bd,3bd,"$125,000",Blanco Realty,22505 W  Old Highway 66, Seligman,Arizona,86337
"AUG 29, 2024","1,583 sqft",3bd,3bd,"$370,000","Keller Williams Realty Sonoran Living, ARMLS",2730 W  Allens Peak Dr, San Tan Valley,Arizona,85144
"AUG 29, 2024","2,797 sqft",3bd,3bd,"$627,719","David Weekley Homes, ARMLS",12316 W  Luxton Ln, Avondale,Arizona,85323
"AUG 29, 2024","2,390 sqft",3bd,3bd,"$609,995","Richmond American Homes, ARMLS",20162 W  Hollyhock St, Buckeye,Arizona,85396
"AUG 29, 2024","2,327 sqft",5bd,5bd,"$393,900",LGI Realty Southwest,7608 S  Meadowsweet Ct, Tucson,Arizona,85757
"AUG 29, 2024","3,470 sqft (on 1.01 acres)",4bd,4bd,"$859,000","Morgan Taylor Realty, ARMLS",13603 E  Lucia Dr, Scottsdale,Arizona,85262
"AUG 29, 2024","3,038 sqft (on 1.04 acres)",4bd,4bd,"$1,240,000","RE/MAX Professionals, ARMLS",2614 W  Desert Hills Estate Dr, Phoenix,Arizona,85086
"AUG 29, 2024","1,948 sqft (on 1 acre)",4bd,4bd,"$465,000","Real Broker, ARMLS",3711 N  372nd Ln, Tonopah,Arizona,85354
"AUG 29, 2024","1,590 sqft",3bd,3bd,"$405,000","Richmond American Homes, ARMLS",18445 E  Camila Dr, Gold Canyon,Arizona,85118
"AUG 29, 2024","1,837 sqft",4bd,4bd,"$379,000","The New Home Company, ARMLS",25265 W  Huntington Dr, Buckeye,Arizona,85326
"AUG 29, 2024","2,081 sqft (on 0.57 acres)",2bd,2bd,"$817,682",Better Homes And Gardens Real Estate Bloomtree Realty,12250 N  Thrine Cir #229, Prescott,Arizona,86305
